"TimeGenerated [Local Time]","ContainerImage_s","ContainerName_s","RevisionName_s","Log_s"
"3/29/2026, 8:29:26.271 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","🔧 Resolving aws-1-us-east-1.pooler.supabase.com via dns.lookup (pooler)..."
"3/29/2026, 8:30:02.452 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","Couldn't find tsconfig.json. tsconfig-paths will be skipped"
"3/29/2026, 8:30:02.452 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","📊 OpenTelemetry OTLP tracing is disabled (native Langfuse SDK tracing remains available)"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","{""level"":40,""time"":1774809002001,""pid"":1,""hostname"":""adpa-backend--6rnp3gw-5b9d964f5c-dn64l"",""msg"":""[INFLUXDB] Disabled - missing INFLUXDB_TOKEN or INFLUXDB_DATABASE""}"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","Langfuse secret key was not passed to constructor or not set as 'LANGFUSE_SECRET_KEY' environment variable. No observability data will be sent to Langfuse."
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","🔍 DATABASE_URL check: Found (postgresql://postgres.[YOUR-PR...)"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","🔍 NODE_ENV: production"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","🔧 DB config: connect timeout=60000ms, query timeout=15000ms, max retries per method=1"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","🔌 Attempting connection via DATABASE_URL..."
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","🔌 Trying database connection via DATABASE_URL (attempt 1/1)"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","🔧 Using Supabase Transaction Pooler (port 6543) - attempting DNS resolution"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","🔧 Resolving aws-1-us-east-1.pooler.supabase.com via dns.lookup (pooler)..."
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","⏳ Database connection already in progress, waiting..."
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","⏳ Database connection already in progress, waiting..."
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","⏳ Database connection already in progress, waiting..."
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","⏳ Database connection already in progress, waiting..."
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","⏳ Database connection already in progress, waiting..."
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","[GKG] Registering GKG sync processors..."
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","No logging configuration. Using default config"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","⏳ Database connection already in progress, waiting..."
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","⏳ Database connection already in progress, waiting..."
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","Langfuse secret key was not passed to constructor or not set as 'LANGFUSE_SECRET_KEY' environment variable. No observability data will be sent to Langfuse."
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","⏳ Database connection already in progress, waiting..."
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","{""level"":30,""time"":1774809002009,""pid"":1,""hostname"":""adpa-backend--6rnp3gw-5b9d964f5c-dn64l"",""msg"":""AI Service initialized - will fetch AI Gateway key from database""}"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","{""level"":40,""time"":1774809002200,""pid"":1,""hostname"":""adpa-backend--6rnp3gw-5b9d964f5c-dn64l"",""msg"":""MONGODB_URI not set. MongoVectorStore will not function until initialized with valid URI.""}"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","{""level"":40,""time"":1774809002268,""pid"":1,""hostname"":""adpa-backend--6rnp3gw-5b9d964f5c-dn64l"",""msg"":""Pinecone API key not configured""}"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","{""level"":30,""time"":1774809002268,""pid"":1,""hostname"":""adpa-backend--6rnp3gw-5b9d964f5c-dn64l"",""msg"":""Pinecone service initialized without API key (waiting for dynamic config or ENV)""}"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","{""level"":30,""time"":1774809002298,""pid"":1,""hostname"":""adpa-backend--6rnp3gw-5b9d964f5c-dn64l"",""msg"":""[REDIS] Attempting connection via Primary/Local: redis://localhost:6379""}"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","{""level"":40,""time"":1774809002320,""pid"":1,""hostname"":""adpa-backend--6rnp3gw-5b9d964f5c-dn64l"",""msg"":""[EMAIL] SMTP configuration not found, email notifications disabled""}"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","{""level"":30,""time"":1774809002418,""pid"":1,""hostname"":""adpa-backend--6rnp3gw-5b9d964f5c-dn64l"",""msg"":""[QUEUE] Registered ai-generate processor on aiQueue (Rabbit) with worker ID: worker-1-1774809002417""}"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","{""level"":30,""time"":1774809002798,""pid"":1,""hostname"":""adpa-backend--6rnp3gw-5b9d964f5c-dn64l"",""msg"":""AI Service initialized - will fetch AI Gateway key from database""}"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","{""level"":30,""time"":1774809002982,""pid"":1,""hostname"":""adpa-backend--6rnp3gw-5b9d964f5c-dn64l"",""msg"":""AI Service initialized - will fetch AI Gateway key from database""}"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","{""level"":30,""time"":1774809003011,""pid"":1,""hostname"":""adpa-backend--6rnp3gw-5b9d964f5c-dn64l"",""msg"":""AI Service initialized - will fetch AI Gateway key from database""}"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","node:internal/modules/cjs/loader:1210"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","  throw err;"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","  ^"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw",
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","Error: Cannot find module 'exa-js'"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","Require stack:"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","- /app/server/dist/lib/morphic/tools/search/providers/exa.js"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","- /app/server/dist/lib/morphic/tools/search/providers/index.js"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","- /app/server/dist/lib/morphic/tools/search.js"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","- /app/server/dist/lib/morphic/agents/researcher.js"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","- /app/server/dist/lib/morphic/streaming/create-chat-stream-response.js"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","- /app/server/dist/server/src/modules/morphic/MorphicController.js"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","- /app/server/dist/server/src/modules/morphic/routes.js"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","- /app/server/dist/server/src/server.js"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","    at Module._resolveFilename (node:internal/modules/cjs/loader:1207:15)"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","    at Module._load (node:internal/modules/cjs/loader:1038:27)"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","    at Module.require (node:internal/modules/cjs/loader:1289:19)"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","    at require (node:internal/modules/helpers:182:18)"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","    at Object.<anonymous> (/app/server/dist/lib/morphic/tools/search/providers/exa.js:7:34)"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","    at Module._compile (node:internal/modules/cjs/loader:1521:14)"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","    at Module._extensions..js (node:internal/modules/cjs/loader:1623:10)"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","    at Module.load (node:internal/modules/cjs/loader:1266:32)"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","    at Module._load (node:internal/modules/cjs/loader:1091:12)"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","    at Module.require (node:internal/modules/cjs/loader:1289:19)"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","    at require (node:internal/modules/helpers:182:18)"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","    at Object.<anonymous> (/app/server/dist/lib/morphic/tools/search/providers/index.js:6:15)"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","    at Module._compile (node:internal/modules/cjs/loader:1521:14)"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","    at Module._extensions..js (node:internal/modules/cjs/loader:1623:10)"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","    at Module.load (node:internal/modules/cjs/loader:1266:32)"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","    at Module._load (node:internal/modules/cjs/loader:1091:12) {"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","  code: 'MODULE_NOT_FOUND',"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","  requireStack: ["
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","    '/app/server/dist/lib/morphic/tools/search/providers/exa.js',"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","    '/app/server/dist/lib/morphic/tools/search/providers/index.js',"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","    '/app/server/dist/lib/morphic/tools/search.js',"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","    '/app/server/dist/lib/morphic/agents/researcher.js',"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","    '/app/server/dist/lib/morphic/streaming/create-chat-stream-response.js',"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","    '/app/server/dist/server/src/modules/morphic/MorphicController.js',"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","    '/app/server/dist/server/src/modules/morphic/routes.js',"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","    '/app/server/dist/server/src/server.js'"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","  ]"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","}"
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw",
"3/29/2026, 8:30:04.501 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","Node.js v20.20.2"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","Couldn't find tsconfig.json. tsconfig-paths will be skipped"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","📊 OpenTelemetry OTLP tracing is disabled (native Langfuse SDK tracing remains available)"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","{""level"":40,""time"":1774809071214,""pid"":1,""hostname"":""adpa-backend--6rnp3gw-944f74ccd-zmx7b"",""msg"":""[INFLUXDB] Disabled - missing INFLUXDB_TOKEN or INFLUXDB_DATABASE""}"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","Langfuse secret key was not passed to constructor or not set as 'LANGFUSE_SECRET_KEY' environment variable. No observability data will be sent to Langfuse."
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","🔍 DATABASE_URL check: Found (postgresql://postgres.[YOUR-PR...)"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","🔍 NODE_ENV: production"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","🔧 DB config: connect timeout=60000ms, query timeout=15000ms, max retries per method=1"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","🔌 Attempting connection via DATABASE_URL..."
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","🔌 Trying database connection via DATABASE_URL (attempt 1/1)"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","🔧 Using Supabase Transaction Pooler (port 6543) - attempting DNS resolution"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","🔧 Resolving aws-1-us-east-1.pooler.supabase.com via dns.lookup (pooler)..."
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","⏳ Database connection already in progress, waiting..."
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","⏳ Database connection already in progress, waiting..."
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","⏳ Database connection already in progress, waiting..."
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","⏳ Database connection already in progress, waiting..."
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","⏳ Database connection already in progress, waiting..."
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","[GKG] Registering GKG sync processors..."
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","No logging configuration. Using default config"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","⏳ Database connection already in progress, waiting..."
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","⏳ Database connection already in progress, waiting..."
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","Langfuse secret key was not passed to constructor or not set as 'LANGFUSE_SECRET_KEY' environment variable. No observability data will be sent to Langfuse."
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","⏳ Database connection already in progress, waiting..."
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","{""level"":30,""time"":1774809071215,""pid"":1,""hostname"":""adpa-backend--6rnp3gw-944f74ccd-zmx7b"",""msg"":""AI Service initialized - will fetch AI Gateway key from database""}"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","{""level"":40,""time"":1774809071298,""pid"":1,""hostname"":""adpa-backend--6rnp3gw-944f74ccd-zmx7b"",""msg"":""MONGODB_URI not set. MongoVectorStore will not function until initialized with valid URI.""}"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","{""level"":40,""time"":1774809071361,""pid"":1,""hostname"":""adpa-backend--6rnp3gw-944f74ccd-zmx7b"",""msg"":""Pinecone API key not configured""}"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","{""level"":30,""time"":1774809071361,""pid"":1,""hostname"":""adpa-backend--6rnp3gw-944f74ccd-zmx7b"",""msg"":""Pinecone service initialized without API key (waiting for dynamic config or ENV)""}"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","{""level"":30,""time"":1774809071393,""pid"":1,""hostname"":""adpa-backend--6rnp3gw-944f74ccd-zmx7b"",""msg"":""[REDIS] Attempting connection via Primary/Local: redis://localhost:6379""}"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","{""level"":40,""time"":1774809071412,""pid"":1,""hostname"":""adpa-backend--6rnp3gw-944f74ccd-zmx7b"",""msg"":""[EMAIL] SMTP configuration not found, email notifications disabled""}"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","{""level"":30,""time"":1774809071504,""pid"":1,""hostname"":""adpa-backend--6rnp3gw-944f74ccd-zmx7b"",""msg"":""[QUEUE] Registered ai-generate processor on aiQueue (Rabbit) with worker ID: worker-1-1774809071503""}"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","{""level"":30,""time"":1774809071854,""pid"":1,""hostname"":""adpa-backend--6rnp3gw-944f74ccd-zmx7b"",""msg"":""AI Service initialized - will fetch AI Gateway key from database""}"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","{""level"":30,""time"":1774809072037,""pid"":1,""hostname"":""adpa-backend--6rnp3gw-944f74ccd-zmx7b"",""msg"":""AI Service initialized - will fetch AI Gateway key from database""}"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","{""level"":30,""time"":1774809072058,""pid"":1,""hostname"":""adpa-backend--6rnp3gw-944f74ccd-zmx7b"",""msg"":""AI Service initialized - will fetch AI Gateway key from database""}"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","node:internal/modules/cjs/loader:1210"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","  throw err;"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","  ^"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw",
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","Error: Cannot find module 'exa-js'"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","Require stack:"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","- /app/server/dist/lib/morphic/tools/search/providers/exa.js"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","- /app/server/dist/lib/morphic/tools/search/providers/index.js"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","- /app/server/dist/lib/morphic/tools/search.js"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","- /app/server/dist/lib/morphic/agents/researcher.js"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","- /app/server/dist/lib/morphic/streaming/create-chat-stream-response.js"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","- /app/server/dist/server/src/modules/morphic/MorphicController.js"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","- /app/server/dist/server/src/modules/morphic/routes.js"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","- /app/server/dist/server/src/server.js"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","    at Module._resolveFilename (node:internal/modules/cjs/loader:1207:15)"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","    at Module._load (node:internal/modules/cjs/loader:1038:27)"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","    at Module.require (node:internal/modules/cjs/loader:1289:19)"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","    at require (node:internal/modules/helpers:182:18)"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","    at Object.<anonymous> (/app/server/dist/lib/morphic/tools/search/providers/exa.js:7:34)"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","    at Module._compile (node:internal/modules/cjs/loader:1521:14)"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","    at Module._extensions..js (node:internal/modules/cjs/loader:1623:10)"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","    at Module.load (node:internal/modules/cjs/loader:1266:32)"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","    at Module._load (node:internal/modules/cjs/loader:1091:12)"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","    at Module.require (node:internal/modules/cjs/loader:1289:19)"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","    at require (node:internal/modules/helpers:182:18)"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","    at Object.<anonymous> (/app/server/dist/lib/morphic/tools/search/providers/index.js:6:15)"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","    at Module._compile (node:internal/modules/cjs/loader:1521:14)"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","    at Module._extensions..js (node:internal/modules/cjs/loader:1623:10)"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","    at Module.load (node:internal/modules/cjs/loader:1266:32)"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","    at Module._load (node:internal/modules/cjs/loader:1091:12) {"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","  code: 'MODULE_NOT_FOUND',"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","  requireStack: ["
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","    '/app/server/dist/lib/morphic/tools/search/providers/exa.js',"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","    '/app/server/dist/lib/morphic/tools/search/providers/index.js',"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","    '/app/server/dist/lib/morphic/tools/search.js',"
"3/29/2026, 8:31:13.843 PM","docker.io/mdresch/adpa-backend:latest",backend,"adpa-backend--6rnp3gw","    '/app/server/dist/lib/morphic/agents/researcher.js',"
